"";"sitio";"id_planta";"fruto";"fecha";"muestreo";"d1";"long";"pf_fr";"ps_fr";"pf_sem";"ps_sem";"d_sem";"l_sem";"p_36h_sem";"hilera";"planta";"d2";"diam_medio";"ps_cas"
"14416";"agua_amarga";"5_12";6;2023-03-13;3;43,3;47,5;49,3;NA;6,4;4,5966;NA;NA;NA;5;12;42,3;42,8;NA
"14417";"agua_amarga";"5_12";7;2023-03-13;3;42;45,3;43,3;NA;6,5;NA;NA;NA;NA;5;12;41,2;41,6;NA
"14418";"agua_amarga";"5_12";8;2023-03-13;3;40,9;44,6;38,9;NA;5,3;NA;NA;NA;NA;5;12;38,6;39,75;NA
"14419";"agua_amarga";"5_12";9;2023-03-13;3;41,8;47,3;44;NA;6,4;NA;NA;NA;NA;5;12;41,5;41,65;NA
"14420";"agua_amarga";"5_12";10;2023-03-13;3;42,4;46,9;42,8;NA;6,5;NA;NA;NA;NA;5;12;39,8;41,1;NA
"14421";"agua_amarga";"6_8";1;2023-03-13;3;40,4;44;40,1;NA;5,7;4,579;NA;NA;NA;6;8;38,9;39,65;NA
"14422";"agua_amarga";"6_8";2;2023-03-13;3;NA;NA;38,3;NA;6;4,727;NA;NA;NA;6;8;NA;NA;NA
"14423";"agua_amarga";"6_8";3;2023-03-13;3;NA;NA;40,9;NA;6,3;4,93;NA;NA;NA;6;8;NA;NA;NA
"14424";"agua_amarga";"6_8";4;2023-03-13;3;45,1;50,9;50,8;NA;7,4;5,722;NA;NA;NA;6;8;41,9;43,5;NA
"14425";"agua_amarga";"6_8";5;2023-03-13;3;40,7;47,4;40,8;NA;5,5;4,407;NA;NA;NA;6;8;38,3;39,5;NA
"14426";"agua_amarga";"6_8";6;2023-03-13;3;43,9;46,7;46,9;NA;7;NA;NA;NA;NA;6;8;40,3;42,1;NA
"14427";"agua_amarga";"6_8";7;2023-03-13;3;41,2;43,8;29,7;NA;NA;NA;NA;NA;NA;6;8;39,4;40,3;NA
"14428";"agua_amarga";"6_8";8;2023-03-13;3;41,5;43,9;40,4;NA;5,7;NA;NA;NA;NA;6;8;38,8;40,15;NA
"14429";"agua_amarga";"6_8";9;2023-03-13;3;39,5;45,3;36,3;NA;5;NA;NA;NA;NA;6;8;37,5;38,5;NA
"14430";"agua_amarga";"6_8";10;2023-03-13;3;39,8;45,5;35;NA;5,7;NA;NA;NA;NA;6;8;37,1;38,45;NA
"14431";"agua_amarga";"7_14";1;2023-03-13;3;44,2;46,2;45,9;NA;6,5;5,114;NA;NA;NA;7;14;41,7;42,95;NA
"14432";"agua_amarga";"7_14";2;2023-03-13;3;43,4;47,9;42,1;NA;6,2;4,692;NA;NA;NA;7;14;41,3;42,35;NA
"14433";"agua_amarga";"7_14";3;2023-03-13;3;44,9;47,5;50,7;NA;6,5;5,048;NA;NA;NA;7;14;41,8;41,8;NA
"14434";"agua_amarga";"7_14";4;2023-03-13;3;43,4;46,4;45,6;NA;6,3;4,902;NA;NA;NA;7;14;41,1;42,25;NA
"14435";"agua_amarga";"7_14";5;2023-03-13;3;39,6;44,3;40;NA;5;3,83;NA;NA;NA;7;14;39,8;39,7;NA
"14436";"agua_amarga";"7_14";6;2023-03-13;3;41;44,5;38,9;NA;5,5;4,2002;NA;NA;NA;7;14;384;212,5;NA
"14437";"agua_amarga";"7_14";7;2023-03-13;3;40,8;46;40,7;NA;5,5;NA;NA;NA;NA;7;14;39,5;40,15;NA
"14438";"agua_amarga";"7_14";8;2023-03-13;3;39,6;42,6;34,2;NA;4,7;NA;NA;NA;NA;7;14;37,8;38,7;NA
"14439";"agua_amarga";"7_14";9;2023-03-13;3;45,9;52,6;58;NA;6,7;NA;NA;NA;NA;7;14;42,4;44,15;NA
"14440";"agua_amarga";"7_14";10;2023-03-13;3;43,6;47,6;46,8;NA;6;NA;NA;NA;NA;7;14;40,5;42,05;NA
"14441";"agua_amarga";"1_6";1;2023-03-13;3;43,6;45,3;44,8;NA;6,2;4,781;NA;NA;NA;1;6;40,8;42,2;NA
"14442";"agua_amarga";"1_6";2;2023-03-13;3;41,4;43,3;39,2;NA;5,9;4,629;NA;NA;NA;1;6;40,9;41,15;NA
"14443";"agua_amarga";"1_6";3;2023-03-13;3;42;43,8;40,1;NA;5,7;4,196;NA;NA;NA;1;6;38,8;40,4;NA
"14444";"agua_amarga";"1_6";4;2023-03-13;3;45,9;47,1;53;NA;5;3,791;NA;NA;NA;1;6;43,3;44,6;NA
"14445";"agua_amarga";"1_6";5;2023-03-13;3;39,1;44,6;37;NA;7,6;5,634;NA;NA;NA;1;6;40,1;39,6;NA
"14446";"agua_amarga";"1_6";6;2023-03-13;3;40,3;42,7;37,5;NA;5,7;4,5708;NA;NA;NA;1;6;38,8;39,55;NA
"14447";"agua_amarga";"1_6";7;2023-03-13;3;42,4;45,7;41,2;NA;5,2;NA;NA;NA;NA;1;6;38,9;40,65;NA
"14448";"agua_amarga";"1_6";8;2023-03-13;3;43,3;46,8;44,8;NA;6;NA;NA;NA;NA;1;6;40,8;42,05;NA
"14449";"agua_amarga";"1_6";9;2023-03-13;3;42,3;45,2;41,2;NA;6,1;NA;NA;NA;NA;1;6;38,9;40,6;NA
"14450";"agua_amarga";"1_6";10;2023-03-13;3;41,5;45,3;41,5;NA;6,7;NA;NA;NA;NA;1;6;39,5;40,5;NA
"14451";"agua_amarga";"1_9";1;2023-03-13;3;NA;NA;41,8;NA;6;4,528;NA;NA;NA;1;9;NA;NA;NA
"14452";"agua_amarga";"1_9";2;2023-03-13;3;44,3;46,8;45,9;NA;6,8;5,138;NA;NA;NA;1;9;40,9;42,6;NA
"14453";"agua_amarga";"1_9";3;2023-03-13;3;47,5;50;59,6;NA;6,9;5,02;NA;NA;NA;1;9;44,3;45,9;NA
"14454";"agua_amarga";"1_9";4;2023-03-13;3;44,2;49,3;51,1;NA;5,8;4,447;NA;NA;NA;1;9;41,5;42,85;NA
"14455";"agua_amarga";"1_9";5;2023-03-13;3;43,7;47,5;46;NA;6,8;5,293;NA;NA;NA;1;9;41,4;42,55;NA
"14456";"agua_amarga";"1_9";6;2023-03-13;3;42,9;47,5;46,4;NA;5,9;4,483;NA;NA;NA;1;9;40,8;41,85;NA
"14457";"agua_amarga";"1_9";7;2023-03-13;3;39,1;45,1;36,4;NA;5,1;NA;NA;NA;NA;1;9;37,6;38,35;NA
"14458";"agua_amarga";"1_9";8;2023-03-13;3;46,1;50,3;54,9;NA;4,4;NA;NA;NA;NA;1;9;43,3;44,7;NA
"14459";"agua_amarga";"1_9";9;2023-03-13;3;43,3;49,7;48,3;NA;7,7;NA;NA;NA;NA;1;9;42;42,65;NA
"14460";"agua_amarga";"1_9";10;2023-03-13;3;42,1;46,3;45,5;NA;7;NA;NA;NA;NA;1;9;41,9;42;NA
"14461";"agua_amarga";"2_16";1;2023-03-13;3;39,9;43,1;37,7;NA;4,9;3,78;NA;NA;NA;2;16;37,8;38,85;NA
"14462";"agua_amarga";"2_16";2;2023-03-13;3;46,6;47,7;54;NA;7,4;5,562;NA;NA;NA;2;16;45,6;46,1;NA
"14463";"agua_amarga";"2_16";3;2023-03-13;3;43,5;44,7;46,7;NA;5,9;4,539;NA;NA;NA;2;16;41,2;42,35;NA
"14464";"agua_amarga";"2_16";4;2023-03-13;3;37,6;39,8;29,2;NA;3,1;2,284;NA;NA;NA;2;16;36,5;37,05;NA
"14465";"agua_amarga";"2_16";5;2023-03-13;3;39,9;41,8;35,1;NA;5,6;4,327;NA;NA;NA;2;16;37,4;38,65;NA
"14466";"agua_amarga";"2_16";6;2023-03-13;3;45,6;50,3;54,2;NA;6,7;4,6942;NA;NA;NA;2;16;43;44,3;NA
"14467";"agua_amarga";"2_16";7;2023-03-13;3;43,4;45,3;45,9;NA;6,3;NA;NA;NA;NA;2;16;42;42,7;NA
"14468";"agua_amarga";"2_16";8;2023-03-13;3;42,5;44,4;43,3;NA;5,9;NA;NA;NA;NA;2;16;41,1;41,8;NA
"14469";"agua_amarga";"2_16";9;2023-03-13;3;42,5;42,7;40,4;NA;5,9;NA;NA;NA;NA;2;16;39,9;41,2;NA
"14470";"agua_amarga";"2_16";10;2023-03-13;3;44,8;46,9;51,1;NA;5,8;NA;NA;NA;NA;2;16;42,8;43,8;NA
"14471";"agua_amarga";"3_7";1;2023-03-13;3;43,8;48,6;48,6;NA;6,2;4,36;NA;NA;NA;3;7;42,5;43,15;NA
"14472";"agua_amarga";"3_7";2;2023-03-13;3;40,8;45,1;38,8;NA;4,6;3,015;NA;NA;NA;3;7;38,5;39,65;NA
"14473";"agua_amarga";"3_7";3;2023-03-13;3;39;43,2;35,9;NA;4,9;3,514;NA;NA;NA;3;7;37,3;38,15;NA
"14474";"agua_amarga";"3_7";4;2023-03-13;3;44,4;49,1;48,9;NA;7,2;5,258;NA;NA;NA;3;7;41,9;43,15;NA
"14475";"agua_amarga";"3_7";5;2023-03-13;3;41,1;46;38,9;NA;6,1;4,487;NA;NA;NA;3;7;39;40,05;NA
"14476";"agua_amarga";"3_7";6;2023-03-13;3;43,4;47,8;46,1;NA;5,5;4,0604;NA;NA;NA;3;7;42,8;43,1;NA
"14477";"agua_amarga";"3_7";7;2023-03-13;3;40,4;45,2;37,9;NA;5;NA;NA;NA;NA;3;7;38,7;39,55;NA
"14478";"agua_amarga";"3_7";8;2023-03-13;3;44,6;47,8;49,6;NA;7;NA;NA;NA;NA;3;7;41,1;42,85;NA
"14479";"agua_amarga";"3_7";9;2023-03-13;3;45,7;46,3;50,7;NA;6,1;NA;NA;NA;NA;3;7;42,3;44;NA
"14480";"agua_amarga";"3_7";10;2023-03-13;3;NA;NA;39,6;NA;5,3;NA;NA;NA;NA;3;7;NA;NA;NA
"14481";"agua_amarga";"8_7";1;2023-03-24;4;32,9;36,9;17,812;11,2;NA;5,04526666666667;26,1;28,7;6,119;8;7;31,8;32,35;NA
"14482";"agua_amarga";"8_7";2;2023-03-24;4;32,3;38;17,446;11,072;NA;NA;26,7;29,3;5,852;8;7;31,8;32,05;NA
"14483";"agua_amarga";"8_7";3;2023-03-24;4;32,4;39,4;17,4;11,453;NA;NA;27,3;29,3;5,878;8;7;32;32,2;NA
"14484";"agua_amarga";"8_7";4;2023-03-24;4;31,9;36;17,178;11,198;NA;NA;25,9;28;6,16;8;7;31,4;31,65;NA
"14485";"agua_amarga";"8_7";5;2023-03-24;4;31,5;34,6;13,16;9,345;NA;NA;25,3;28,6;4,743;8;7;30,1;30,8;NA
"14486";"agua_amarga";"8_7";6;2023-03-24;4;32,5;38,5;18,41;11,694;NA;NA;26,3;29,5;6,129;8;7;31,8;32,15;NA
"14487";"agua_amarga";"8_7";7;2023-03-24;4;31;37,6;16,95;11,244;NA;NA;26,2;30,1;5,872;8;7;31,5;31,25;NA
"14488";"agua_amarga";"8_7";8;2023-03-24;4;29,7;35,6;13;8,128;NA;NA;26,9;27,1;4,369;8;7;29,5;29,6;NA
"14489";"agua_amarga";"8_7";9;2023-03-24;4;33,5;37,2;18,21;11,799;NA;NA;27,6;28,3;6,401;8;7;32,4;32,95;NA
"14490";"agua_amarga";"8_7";10;2023-03-24;4;30,8;36,3;15,24;10,114;NA;NA;24,9;27,3;5,321;8;7;30,2;30,5;NA
"14491";"agua_amarga";"8_7";11;2023-03-24;4;NA;35,3;10,49;8,194;NA;NA;24,9;26,4;3,935;8;7;30,4;30,4;NA
"14492";"agua_amarga";"8_7";12;2023-03-24;4;30,8;36,2;14,15;9,587;NA;NA;25;28,7;5,333;8;7;30,5;30,65;NA
"14493";"agua_amarga";"8_7";13;2023-03-24;4;33,4;37,2;18,59;11,974;NA;NA;26,5;30,5;6,127;8;7;32,2;32,8;NA
"14494";"agua_amarga";"8_7";14;2023-03-24;4;29,6;40;10,7;7,793;NA;NA;23,1;28,4;4,183;8;7;28,6;29,1;NA
"14495";"agua_amarga";"8_7";15;2023-03-24;4;33;39,8;17,46;11,648;NA;NA;26,5;30,9;6,202;8;7;33,3;33,15;NA
"14496";"agua_amarga";"9_11";1;2023-03-24;4;28,5;35,4;11,86;7,516;NA;4,0966;21,8;24,3;3,505;9;11;27,5;28;NA
"14497";"agua_amarga";"9_11";2;2023-03-24;4;28,3;36,8;13,37;9,138;NA;NA;22,2;28,3;4,856;9;11;28,4;28,35;NA
"14498";"agua_amarga";"9_11";3;2023-03-24;4;27,5;35,2;9,68;6,197;NA;NA;21,7;26,2;3,077;9;11;27;27,25;NA
"14499";"agua_amarga";"9_11";4;2023-03-24;4;30,9;36,2;15,65;11,676;NA;NA;25,1;26,3;5,323;9;11;27,9;29,4;NA
"14500";"agua_amarga";"9_11";5;2023-03-24;4;33,4;37,2;17,2;10,159;NA;NA;27;28,2;5,587;9;11;31,6;32,5;NA
"14501";"agua_amarga";"9_11";6;2023-03-24;4;28,6;33,7;10,22;7,676;NA;NA;22,9;26,2;3,769;9;11;29,1;28,85;NA
"14502";"agua_amarga";"9_11";7;2023-03-24;4;33;35,7;17,63;12,382;NA;NA;25,9;28,2;6,014;9;11;32,3;32,65;NA
"14503";"agua_amarga";"9_11";8;2023-03-24;4;28,8;36,3;14,09;10,592;NA;NA;22,8;27,4;4,808;9;11;29,1;28,95;NA
"14504";"agua_amarga";"9_11";9;2023-03-24;4;30,8;37,7;17,17;11,379;NA;NA;24,6;28,2;5,71;9;11;30,7;30,75;NA
"14505";"agua_amarga";"9_11";10;2023-03-24;4;28,1;34,5;13,04;9,105;NA;NA;21,9;25,9;0,953;9;11;28,6;28,35;NA
"14506";"agua_amarga";"9_11";11;2023-03-24;4;30,8;37,3;16,23;9,005;NA;NA;24,5;26,1;5,534;9;11;30;30,4;NA
"14507";"agua_amarga";"9_11";12;2023-03-24;4;31,8;41;15,16;10,094;NA;NA;25,1;28,6;5,43;9;11;30,4;31,1;NA
"14508";"agua_amarga";"9_11";13;2023-03-24;4;29,6;33,7;14,35;8,803;NA;NA;23;25,4;4,169;9;11;28,4;29;NA
"14509";"agua_amarga";"9_11";14;2023-03-24;4;30,2;36,1;14,8;9,696;NA;NA;25,3;28;5,215;9;11;30;30,1;NA
"14510";"agua_amarga";"9_11";15;2023-03-24;4;30,4;37,4;13,85;8,729;NA;NA;23,8;28,4;4,385;9;11;31,7;31,05;NA
"14511";"agua_amarga";"9_12";1;2023-03-24;4;33,1;40,6;17,9;12,319;NA;4,9282;27,5;30,2;6,655;9;12;32;32,55;NA
"14512";"agua_amarga";"9_12";2;2023-03-24;4;34,2;39,2;15,59;11,235;NA;NA;28;29,2;5,986;9;12;32,7;33,45;NA
"14513";"agua_amarga";"9_12";3;2023-03-24;4;30,2;35,8;14,46;9,226;NA;NA;24,2;28,7;4,664;9;12;29,9;30,05;NA
"14514";"agua_amarga";"9_12";4;2023-03-24;4;31,5;38,4;17,64;11,615;NA;NA;24,1;29,3;5,912;9;12;29,8;30,65;NA
"14515";"agua_amarga";"9_12";5;2023-03-24;4;31,3;37,5;15,39;10,296;NA;NA;25,2;27,7;5,276;9;12;30,3;30,8;NA
"14516";"agua_amarga";"9_12";6;2023-03-24;4;29,9;34,3;14,12;9,016;NA;NA;24,4;26,3;5,003;9;12;30;29,95;NA
"14517";"agua_amarga";"9_12";7;2023-03-24;4;32,2;37,9;17,56;11,292;NA;NA;26;28,5;5,773;9;12;31,5;31,85;NA
"14518";"agua_amarga";"9_12";8;2023-03-24;4;33,1;36,7;13,74;10,304;NA;NA;26;29,8;5,509;9;12;32,7;32,9;NA
"14519";"agua_amarga";"9_12";9;2023-03-24;4;33;44,1;17,28;12,267;NA;NA;26,7;30,2;6,45;9;12;31,1;32,05;NA
"14520";"agua_amarga";"9_12";10;2023-03-24;4;31,4;35,8;15,06;10,354;NA;NA;24,9;27,8;5,682;9;12;32,2;31,8;NA
"14521";"agua_amarga";"9_12";11;2023-03-24;4;31,2;39,3;17,4;11,925;NA;NA;26;30,5;5,951;9;12;31,3;31,25;NA
"14522";"agua_amarga";"9_12";12;2023-03-24;4;32,5;36,6;14,75;9,75;NA;NA;24,7;28,6;5,13;9;12;32,1;32,3;NA
"14523";"agua_amarga";"9_12";13;2023-03-24;4;34,8;40,1;19,76;13,192;NA;NA;28,2;29,6;6,46;9;12;33,1;33,95;NA
"14524";"agua_amarga";"9_12";14;2023-03-24;4;27,9;36,1;11,27;6,88;NA;NA;22,2;24,2;3,739;9;12;27,4;27,65;NA
"14525";"agua_amarga";"9_12";15;2023-03-24;4;31,4;39,5;17,39;10,828;NA;NA;25,6;30,1;5,904;9;12;31;31,2;NA
"14526";"agua_amarga";"10_12";1;2023-03-24;4;31,5;36,9;13,48;9,442;NA;4,43866666666667;25,2;28,2;4,782;10;12;31,3;31,4;NA
"14527";"agua_amarga";"10_12";2;2023-03-24;4;32,2;38,2;18,52;11,427;NA;NA;26,4;30,1;5,721;10;12;31;31,6;NA
"14528";"agua_amarga";"10_12";3;2023-03-24;4;31,5;38,9;19,76;12,929;NA;NA;28,4;32;6,858;10;12;32,2;31,85;NA
"14529";"agua_amarga";"10_12";4;2023-03-24;4;28,4;36,3;13,6;8,902;NA;NA;20,7;27,2;4,413;10;12;28,2;28,3;NA
"14530";"agua_amarga";"10_12";5;2023-03-24;4;27,9;34,4;10,96;6,919;NA;NA;20,8;27,2;3,689;10;12;27;27,45;NA
"14531";"agua_amarga";"10_12";6;2023-03-24;4;29,3;35,3;12,71;8,063;NA;NA;23,2;26,2;4,253;10;12;28,1;28,7;NA
"14532";"agua_amarga";"10_12";7;2023-03-24;4;31,6;37,9;15,72;10,565;NA;NA;24,5;28,2;5,079;10;12;32,1;31,85;NA
"14533";"agua_amarga";"10_12";8;2023-03-24;4;32,8;35,5;18,06;12,509;NA;NA;26,5;29,3;6,013;10;12;32,7;32,75;NA
"14534";"agua_amarga";"10_12";9;2023-03-24;4;30,8;36,2;12,84;9,137;NA;NA;23,3;26,1;4,566;10;12;29,8;30,3;NA
"14535";"agua_amarga";"10_12";10;2023-03-24;4;27,9;34,3;11,3;7,406;NA;NA;22,1;25,7;3,808;10;12;27,4;27,65;NA
"14536";"agua_amarga";"10_12";11;2023-03-24;4;31,3;36,9;17,28;11,745;NA;NA;25,6;27,6;5,737;10;12;30,4;30,85;NA
"14537";"agua_amarga";"10_12";12;2023-03-24;4;31,2;36,9;18,46;11,398;NA;NA;25,3;28,3;5,749;10;12;31,1;31,15;NA
"14538";"agua_amarga";"10_12";13;2023-03-24;4;29,1;36;12,71;7,846;NA;NA;21,8;27,2;4,2;10;12;28,3;28,7;NA
"14539";"agua_amarga";"10_12";14;2023-03-24;4;27,6;34,5;11,84;7,305;NA;NA;22;25,9;3,566;10;12;27;27,3;NA
"14540";"agua_amarga";"10_12";15;2023-03-24;4;31,3;36,7;15,96;10,018;NA;NA;26,2;27,8;4,83;10;12;30,4;30,85;NA
"14541";"agua_amarga";"1_12";1;2023-03-24;4;29,9;35,2;14,53;9,052;NA;4,79333333333333;22,8;26,5;4,996;1;12;29,8;29,85;NA
"14542";"agua_amarga";"1_12";2;2023-03-24;4;32,7;37,2;16,14;11,016;NA;NA;28,1;28,8;5,916;1;12;31,5;32,1;NA
"14543";"agua_amarga";"1_12";3;2023-03-24;4;31,7;35,5;15,98;10,433;NA;NA;25,1;27,1;5,582;1;12;31,4;31,55;NA
"14544";"agua_amarga";"1_12";4;2023-03-24;4;30,1;33,1;14,35;8,722;NA;NA;25;25,8;4,246;1;12;28,8;29,45;NA
"14545";"agua_amarga";"1_12";5;2023-03-24;4;28,1;34,1;11,62;7,703;NA;NA;22,6;26,4;3,752;1;12;27,7;27,9;NA
"14546";"agua_amarga";"1_12";6;2023-03-24;4;29,5;36,4;13,55;9,289;NA;NA;24,7;27,8;4,652;1;12;28,3;28,9;NA
"14547";"agua_amarga";"1_12";7;2023-03-24;4;32,3;36,2;16,15;10,425;NA;NA;26,4;29;5,718;1;12;32,6;32,45;NA
"14548";"agua_amarga";"1_12";8;2023-03-24;4;31,5;36,5;15,76;10,88;NA;NA;26;28,5;5,462;1;12;30,6;31,05;NA
"14549";"agua_amarga";"1_12";9;2023-03-24;4;30,8;36,6;13,88;9,27;NA;NA;24,5;28,4;5,145;1;12;29,8;30,3;NA
"14550";"agua_amarga";"1_12";10;2023-03-24;4;30,4;33,4;14,58;9,66;NA;NA;24;26,6;5,023;1;12;28,6;29,5;NA
"14551";"agua_amarga";"1_12";11;2023-03-24;4;29,7;35;13,13;8,294;NA;NA;23,5;26,5;4,444;1;12;28,4;29,05;NA
"14552";"agua_amarga";"1_12";12;2023-03-24;4;29,9;35,9;13,42;9,25;NA;NA;25,1;27,3;4,825;1;12;29,2;29,55;NA
"14553";"agua_amarga";"1_12";13;2023-03-24;4;31,9;36;14,64;9,765;NA;NA;25,8;28,7;4,784;1;12;30,8;31,35;NA
"14554";"agua_amarga";"1_12";14;2023-03-24;4;31,8;37,6;16,28;10,952;NA;NA;24,9;30,9;5,573;1;12;30,7;31,25;NA
"14555";"agua_amarga";"1_12";15;2023-03-24;4;31,8;36,1;13,82;10,242;NA;NA;26;28;5,951;1;12;31;31,4;NA
"14556";"agua_amarga";"1_18";1;2023-03-24;4;35,6;39,5;21,217;13,356;NA;5,1674;NA;NA;7,006;1;18;34,3;34,95;NA
"14557";"agua_amarga";"1_18";2;2023-03-24;4;34,5;35,1;20,392;10,9;NA;NA;NA;NA;5,227;1;18;31,8;33,15;NA
"14558";"agua_amarga";"1_18";3;2023-03-24;4;31,3;39,7;17,58;12,337;NA;NA;NA;NA;6,136;1;18;30,6;30,95;NA
"14559";"agua_amarga";"1_18";4;2023-03-24;4;33,7;35,5;20;12,21;NA;NA;NA;NA;6,113;1;18;30,1;31,9;NA
"14560";"agua_amarga";"1_18";5;2023-03-24;4;34;36;19,582;11,855;NA;NA;NA;NA;5,688;1;18;32,3;33,15;NA
"14561";"agua_amarga";"1_18";6;2023-03-24;4;34,9;35,9;19,378;11,93;NA;NA;NA;NA;5,965;1;18;32,6;33,75;NA
"14562";"agua_amarga";"1_18";7;2023-03-24;4;33,3;33,3;18,978;11,002;NA;NA;NA;NA;4,924;1;18;32,7;33;NA
"14563";"agua_amarga";"1_18";8;2023-03-24;4;31,8;36,4;16,355;13,017;NA;NA;NA;NA;6,516;1;18;29,6;30,7;NA
"14564";"agua_amarga";"1_18";9;2023-03-24;4;34,4;37,4;19,52;10,386;NA;NA;NA;NA;5,268;1;18;31,9;33,15;NA
"14565";"agua_amarga";"1_18";10;2023-03-24;4;31,2;35,7;16,734;9,004;NA;NA;NA;NA;4,606;1;18;31,3;31,25;NA
"14566";"agua_amarga";"1_18";11;2023-03-24;4;30,9;43;13,471;9,213;NA;NA;NA;NA;6,861;1;18;29,9;30,4;NA
"14567";"agua_amarga";"1_18";12;2023-03-24;4;33,4;36,2;22,41;14,524;NA;NA;NA;NA;4,644;1;18;34,9;34,15;NA
"14568";"agua_amarga";"1_18";13;2023-03-24;4;28,9;36;14,707;10,321;NA;NA;NA;NA;5,559;1;18;27,7;28,3;NA
"14569";"agua_amarga";"1_18";14;2023-03-24;4;31,1;39,1;16,432;10,424;NA;NA;NA;NA;5,624;1;18;30,5;30,8;NA
"14570";"agua_amarga";"1_18";15;2023-03-24;4;30,6;39,6;17,04;12,369;NA;NA;NA;NA;5,985;1;18;31,7;31,15;NA
"14571";"agua_amarga";"2_11";1;2023-03-24;4;31,6;35,1;17,588;NA;6,495;5,1674;NA;NA;NA;2;11;31,6;31,6;NA
"14572";"agua_amarga";"2_11";2;2023-03-24;4;33,8;36,9;20,845;NA;7,68;NA;28;34,4;NA;2;11;33,6;33,7;NA
"14573";"agua_amarga";"2_11";3;2023-03-24;4;31,3;34,3;16,536;NA;6,087;NA;25,1;27,6;NA;2;11;30,1;30,7;NA
"14574";"agua_amarga";"2_11";4;2023-03-24;4;33,9;36,2;20,247;NA;5,43;NA;23,8;25,9;NA;2;11;31,9;32,9;NA
"14575";"agua_amarga";"2_11";5;2023-03-24;4;29,6;32,7;15,42;NA;6,266;NA;25,5;29,7;NA;2;11;29,6;29,6;NA
"14576";"agua_amarga";"2_11";6;2023-03-24;4;31,6;35;NA;NA;5,692;NA;26,9;29,1;NA;2;11;31,3;31,45;NA
"14577";"agua_amarga";"2_11";7;2023-03-24;4;30,7;36,5;15,576;NA;5;NA;25;26,9;NA;2;11;32,4;31,55;NA
"14578";"agua_amarga";"2_11";8;2023-03-24;4;31,1;37;15,903;NA;6,189;NA;28,2;29,2;NA;2;11;33,6;32,35;NA
"14579";"agua_amarga";"2_11";9;2023-03-24;4;30,6;32,8;15,866;NA;6,182;NA;23;29,9;NA;2;11;30,1;30,35;NA
"14580";"agua_amarga";"2_11";10;2023-03-24;4;33,5;38,9;19,619;NA;6,394;NA;25,4;26,9;NA;2;11;31,1;32,3;NA
"14581";"agua_amarga";"2_11";11;2023-03-24;4;30,8;37,3;17,174;NA;NA;NA;NA;NA;NA;2;11;32,2;31,5;NA
"14582";"agua_amarga";"2_11";12;2023-03-24;4;32,3;35,9;18,782;NA;NA;NA;NA;NA;NA;2;11;31,1;31,7;NA
"14583";"agua_amarga";"2_11";13;2023-03-24;4;31,4;34,7;16,175;NA;NA;NA;NA;NA;NA;2;11;30,3;30,85;NA
"14584";"agua_amarga";"2_11";14;2023-03-24;4;30,3;36;17,792;NA;NA;NA;NA;NA;NA;2;11;31,1;30,7;NA
"14585";"agua_amarga";"2_11";15;2023-03-24;4;31;35;17,029;NA;NA;NA;NA;NA;NA;2;11;31,1;31,05;NA
"14586";"agua_amarga";"3_11";1;2023-03-24;4;33,7;38;19,038;NA;6,6;NA;27,1;30,8;NA;3;11;31,1;32,4;NA
"14587";"agua_amarga";"3_11";2;2023-03-24;4;34,3;39,7;20,605;NA;7,62;NA;NA;28,5;NA;3;11;31,9;33,1;NA
"14588";"agua_amarga";"3_11";3;2023-03-24;4;32,3;39,5;20,061;NA;7,61;NA;28,8;31;NA;3;11;34,5;33,4;NA
"14589";"agua_amarga";"3_11";4;2023-03-24;4;32,2;39,3;18,697;NA;6,592;NA;25,3;29;NA;3;11;31;31,6;NA
"14590";"agua_amarga";"3_11";5;2023-03-24;4;29,5;39,8;8,81;NA;3,338;NA;19,7;21,8;NA;3;11;26,7;28,1;NA
"14591";"agua_amarga";"3_11";6;2023-03-24;4;31,2;38,7;17,67;NA;4,24;NA;27,2;27,3;NA;3;11;33,9;32,55;NA
"14592";"agua_amarga";"3_11";7;2023-03-24;4;30,4;38;18,186;NA;6,701;NA;27,4;28,8;NA;3;11;32,7;31,55;NA
"14593";"agua_amarga";"3_11";8;2023-03-24;4;29,9;34,9;14,829;NA;5,68;NA;22,8;25,5;NA;3;11;28,9;29,4;NA
"14594";"agua_amarga";"3_11";9;2023-03-24;4;33,4;31,3;16,382;NA;6,471;NA;27;29,7;NA;3;11;30,5;31,95;NA
"14595";"agua_amarga";"3_11";10;2023-03-24;4;36,2;37,9;18,697;NA;5,953;NA;NA;NA;NA;3;11;30,5;33,35;NA
"14596";"agua_amarga";"3_11";11;2023-03-24;4;32,4;35,5;16,804;NA;NA;NA;NA;NA;NA;3;11;31,8;32,1;NA
"14597";"agua_amarga";"3_11";12;2023-03-24;4;33,6;38,2;18,022;NA;6,559;NA;27;26,7;NA;3;11;31,2;32,4;NA
"14598";"agua_amarga";"3_11";13;2023-03-24;4;33,6;38,1;18,005;NA;NA;NA;NA;NA;NA;3;11;29,6;31,6;NA
"14599";"agua_amarga";"3_11";14;2023-03-24;4;34,9;38,6;17,281;NA;NA;NA;NA;NA;NA;3;11;26,9;30,9;NA
"14600";"agua_amarga";"3_11";15;2023-03-24;4;32,3;37,7;16,315;NA;NA;NA;NA;NA;NA;3;11;29,4;30,85;NA
